0.03,-5.88892e-20,1.91582e-20,0.795438,0,1,1.6524e-19,0,-8.7834e-20,6.70284e-20,-7.56924e-20,1.5738e-21,-1.49809e-20,-9.01018e-20,-2.01768e-19,-8.00941e-22,1.56668e-20,-3.02887e-22,-2.73334e-19,-7.18265e-20,-9.9896e-20,2.51764e-21,2.87314e-19,2.02618e-19,8.9218e-20,1.10717e-19,1.92931e-21
0.031,-6.19213e-20,1.95858e-20,0.795134,0,1,1.74411e-19,0,-9.16342e-20,6.96723e-20,-7.77888e-20,1.6426e-21,-1.5665e-20,-9.39123e-20,-2.10216e-19,-8.22235e-22,1.63438e-20,-3.13837e-21,-2.86561e-19,-7.44836e-20,-1.05172e-19,2.6291e-21,2.99326e-19,2.13002e-19,9.28901e-20,1.16843e-19,2.02022e-21
0.032,-6.48636e-20,1.99026e-20,0.79482,0,1,1.83464e-19,0,-9.53755e-20,7.22151e-20,-8.06457e-20,1.71414e-21,-1.63346e-20,-9.78456e-20,-2.19327e-19,-8.44944e-22,1.70163e-20,-6.44753e-21,-2.99104e-19,-7.73942e-20,-1.09827e-19,2.73994e-21,3.1099e-19,2.2282e-19,9.64815e-20,1.22708e-19,2.10878e-21
0.033,-6.78328e-20,1.99219e-20,0.794497,0,1,1.92322e-19,0,-9.93166e-20,7.46238e-20,-8.38508e-20,1.79105e-21,-1.69958e-20,-1.01999e-19,-2.28643e-19,-8.68284e-22,1.76769e-20,-1.23178e-20,-3.11471e-19,-8.028e-20,-1.14279e-19,2.85186e-21,3.21107e-19,2.32498e-19,1.00158e-19,1.28283e-19,2.19877e-21
0.034,-7.09455e-20,2.02731e-20,0.794163,0,1,2.01746e-19,0,-1.03678e-19,7.68421e-20,-8.74651e-20,1.87697e-21,-1.76611e-20,-1.06525e-19,-2.38721e-19,-8.90865e-22,1.83465e-20,-1.64322e-20,-3.24646e-19,-8.25756e-20,-1.18228e-19,2.96262e-21,3.33046e-19,2.42715e-19,1.03728e-19,1.33743e-19,2.29088e-21
0.035,-7.43805e-20,2.07356e-20,0.79382,0,1,2.11792e-19,0,-1.08643e-19,7.89966e-20,-9.28441e-20,1.97513e-21,-1.83705e-20,-1.11524e-19,-2.49897e-19,-9.15862e-22,1.90746e-20,-2.00466e-20,-3.39569e-19,-8.47052e-20,-1.21631e-19,3.07832e-21,3.44663e-19,2.54493e-19,1.06948e-19,1.39045e-19,2.38601e-21
0.036,-7.76999e-20,2.12045e-20,0.793467,0,1,2.21971e-19,0,-1.13802e-19,8.1099e-20,-9.87658e-20,2.07127e-21,-1.90999e-20,-1.16356e-19,-2.60784e-19,-9.4072e-22,1.98138e-20,-2.33365e-20,-3.54228e-19,-8.68514e-20,-1.25036e-19,3.19351e-21,3.55785e-19,2.65808e-19,1.10113e-19,1.44737e-19,2.47771e-21
0.037,-8.11082e-20,2.1672e-20,0.793104,0,1,2.3246e-19,0,-1.19009e-19,8.33653e-20,-1.0491e-19,2.16688e-21,-1.9849e-20,-1.21283e-19,-2.72554e-19,-9.65691e-22,2.05707e-20,-2.706e-20,-3.69308e-19,-8.90949e-20,-1.28867e-19,3.31273e-21,3.66597e-19,2.77591e-19,1.13348e-19,1.49982e-19,2.57256e-21
0.038,-8.47586e-20,2.20731e-20,0.792731,0,1,2.43388e-19,0,-1.24482e-19,8.59238e-20,-1.11156e-19,2.2635e-21,-2.065e-20,-1.26333e-19,-2.82904e-19,-9.92561e-22,2.13681e-20,-3.13254e-20,-3.85558e-19,-9.12438e-20,-1.33533e-19,3.43653e-21,3.77336e-19,2.90285e-19,1.16686e-19,1.55188e-19,2.67084e-21
0.039,-8.85525e-20,2.25957e-20,0.792348,0,1,2.54711e-19,0,-1.30512e-19,8.8988e-20,-1.18208e-19,2.36643e-21,-2.15108e-20,-1.31918e-19,-2.95302e-19,-1.02251e-21,2.22262e-20,-3.41856e-20,-4.02394e-19,-9.35796e-20,-1.3814e-19,3.56459e-21,3.88659e-19,3.03295e-19,1.19916e-19,1.60724e-19,2.77013e-21
